timestamp,open,high,low,close,volume
2023-01-01 22:00:00+00:00,158.051,158.534,157.36,157.454,53716
2023-01-02 22:00:00+00:00,157.421,158.392,155.356,156.76,306154
2023-01-03 22:00:00+00:00,156.768,160.179,156.507,159.954,318699
2023-01-04 22:00:00+00:00,159.85,160.047,158.516,158.906,309647
2023-01-05 22:00:00+00:00,158.856,160.022,158.746,159.731,337168
2023-01-08 22:00:00+00:00,159.476,161.242,159.315,160.694,289890
2023-01-09 22:00:00+00:00,160.597,160.94,160.049,160.649,296090
2023-01-10 22:00:00+00:00,160.68,161.216,160.514,160.998,254104
2023-01-11 22:00:00+00:00,160.856,160.995,157.734,157.924,346460
2023-01-12 22:00:00+00:00,157.952,158.074,155.648,156.287,312975
2023-01-15 22:00:00+00:00,156.18,157.082,156.088,156.754,224900
2023-01-16 22:00:00+00:00,156.802,158.034,156.392,157.488,278934
2023-01-17 22:00:00+00:00,157.426,161.534,157.384,159.12,383588
2023-01-18 22:00:00+00:00,159.099,159.224,157.575,159.159,296175
2023-01-19 22:00:00+00:00,159.135,161.29,159.048,160.64,271311
2023-01-22 22:00:00+00:00,160.614,161.812,160.368,161.77,252314
2023-01-23 22:00:00+00:00,161.745,161.784,159.996,160.661,236236
2023-01-24 22:00:00+00:00,160.541,160.932,159.512,160.684,248647
2023-01-25 22:00:00+00:00,160.726,161.74,160.014,161.655,253475
2023-01-26 22:00:00+00:00,161.55,161.638,160.414,160.873,227636
2023-01-29 22:00:00+00:00,160.717,161.424,160.212,161.108,248184
2023-01-30 22:00:00+00:00,161.087,161.202,159.768,160.274,227236
2023-01-31 22:00:00+00:00,160.297,160.676,158.914,159.506,253983
2023-02-01 22:00:00+00:00,159.605,159.622,157.187,157.351,286031
2023-02-02 22:00:00+00:00,157.332,158.756,156.734,158.144,267488
2023-02-05 22:00:00+00:00,159.321,159.956,158.537,159.448,247307
2023-02-06 22:00:00+00:00,159.497,159.58,157.434,157.91,280141
2023-02-07 22:00:00+00:00,157.901,158.836,157.616,158.674,240242
2023-02-08 22:00:00+00:00,158.608,159.51,158.115,159.386,248422
2023-02-09 22:00:00+00:00,159.466,159.638,157.539,158.472,285550
2023-02-12 22:00:00+00:00,158.472,161.196,158.415,160.758,221438
2023-02-13 22:00:00+00:00,160.74,162.183,160.11,162.056,307626
2023-02-14 22:00:00+00:00,162.104,162.104,160.788,161.45,262073
2023-02-15 22:00:00+00:00,161.409,161.517,160.474,160.566,277206
2023-02-16 22:00:00+00:00,160.703,161.65,160.502,161.564,248327
2023-02-19 22:00:00+00:00,161.509,161.728,161.173,161.683,186441
2023-02-20 22:00:00+00:00,161.645,163.76,161.438,163.528,253386
2023-02-21 22:00:00+00:00,163.497,163.567,162.394,162.496,254987
2023-02-22 22:00:00+00:00,162.493,162.854,161.676,161.822,218926
2023-02-23 22:00:00+00:00,161.808,163.126,161.212,162.971,274232
2023-02-26 22:00:00+00:00,163.153,164.35,162.612,164.312,218814
2023-02-27 22:00:00+00:00,164.196,166.018,163.722,163.732,221775
2023-02-28 22:00:00+00:00,163.632,164.514,162.868,163.83,249470
2023-03-01 22:00:00+00:00,163.859,163.94,163.07,163.392,237030
2023-03-02 22:00:00+00:00,163.455,163.652,163.108,163.59,209426
2023-03-05 22:00:00+00:00,163.655,163.797,162.983,163.46,187399
2023-03-06 22:00:00+00:00,163.443,163.864,162.053,162.215,228952
2023-03-07 22:00:00+00:00,162.224,162.99,161.714,162.664,207862
2023-03-08 22:00:00+00:00,162.579,162.687,161.616,162.286,196194
2023-03-09 22:00:00+00:00,162.303,164.305,161.954,162.57,322062
2023-03-12 21:00:00+00:00,162.365,163.074,160.045,162.343,417181
2023-03-13 21:00:00+00:00,162.293,164.086,161.871,163.183,341738
2023-03-14 21:00:00+00:00,163.187,164.145,159.213,160.858,398974
2023-03-15 21:00:00+00:00,160.963,162.114,158.562,162.018,355063
2023-03-16 21:00:00+00:00,161.962,162.194,160.122,160.636,275420
2023-03-19 21:00:00+00:00,161.035,161.74,158.966,161.244,325301
2023-03-20 21:00:00+00:00,161.182,162.266,160.764,161.827,208804
2023-03-21 21:00:00+00:00,161.804,163.344,160.796,161.304,248089
2023-03-22 21:00:00+00:00,161.288,161.86,159.942,160.813,277296
2023-03-23 21:00:00+00:00,160.745,160.855,158.266,159.871,273884
2023-03-26 21:00:00+00:00,159.703,161.852,159.671,161.683,200364
2023-03-27 21:00:00+00:00,161.607,161.784,160.738,161.538,194735
2023-03-28 21:00:00+00:00,161.561,163.688,161.356,163.656,202966
2023-03-29 21:00:00+00:00,163.557,164.458,162.98,164.386,196468
2023-03-30 21:00:00+00:00,164.358,165.475,163.628,163.774,210548
2023-04-02 21:00:00+00:00,164.405,164.904,163.428,164.414,214356
2023-04-03 21:00:00+00:00,164.362,166.412,164.184,164.669,205359
2023-04-04 21:00:00+00:00,164.577,164.678,162.776,163.576,203884
2023-04-05 21:00:00+00:00,163.573,164.115,162.902,163.856,158826
2023-04-06 21:00:00+00:00,163.917,164.377,163.521,164.098,112627
2023-04-09 21:00:00+00:00,164.184,165.5,163.816,165.466,151865
2023-04-10 21:00:00+00:00,165.452,166.2,165.194,166.12,169365
2023-04-11 21:00:00+00:00,166.149,166.604,165.388,166.24,196669
2023-04-12 21:00:00+00:00,166.209,166.86,165.408,166.024,180122
