timestamp,open,high,low,close,volume
2022-12-30 22:00:00+00:00,1.35574,1.36854,1.34332,1.3445,674930
2023-01-06 22:00:00+00:00,1.34481,1.34594,1.33216,1.33948,672972
2023-01-13 22:00:00+00:00,1.33887,1.35206,1.33508,1.33806,638955
2023-01-20 22:00:00+00:00,1.33922,1.34286,1.33004,1.33115,549358
2023-01-27 22:00:00+00:00,1.33134,1.34719,1.32622,1.34024,628274
2023-02-03 22:00:00+00:00,1.34156,1.34758,1.3338,1.33457,600655
2023-02-10 22:00:00+00:00,1.3348,1.35376,1.32742,1.3474,596999
2023-02-17 22:00:00+00:00,1.34792,1.36654,1.34414,1.36074,529561
2023-02-24 22:00:00+00:00,1.36116,1.36591,1.3534,1.35962,560636
2023-03-03 22:00:00+00:00,1.36048,1.38623,1.35822,1.38233,606636
2023-03-10 22:00:00+00:00,1.38051,1.38172,1.36516,1.37344,955578
2023-03-17 21:00:00+00:00,1.3724,1.38048,1.36308,1.37486,609219
2023-03-24 21:00:00+00:00,1.37356,1.37452,1.35076,1.35157,410969
2023-03-31 21:00:00+00:00,1.34976,1.35369,1.34062,1.35123,382012
2023-04-07 21:00:00+00:00,1.35196,1.35538,1.33011,1.33595,393546
2023-04-14 21:00:00+00:00,1.33741,1.35636,1.33428,1.35398,378288
2023-04-21 21:00:00+00:00,1.35352,1.36681,1.35226,1.35475,414050
2023-04-28 21:00:00+00:00,1.35425,1.36394,1.33713,1.33748,510108
2023-05-05 21:00:00+00:00,1.33883,1.35654,1.3315,1.3557,418362
2023-05-12 21:00:00+00:00,1.35458,1.35679,1.34041,1.34975,457554
2023-05-19 21:00:00+00:00,1.35042,1.36548,1.34845,1.36219,471564
2023-05-26 21:00:00+00:00,1.36111,1.36514,1.34068,1.34261,416897
2023-06-02 21:00:00+00:00,1.3424,1.34619,1.33133,1.33406,396426
2023-06-09 21:00:00+00:00,1.33412,1.33837,1.31779,1.31977,421221
2023-06-16 21:00:00+00:00,1.31972,1.32698,1.31387,1.31816,421672
2023-06-23 21:00:00+00:00,1.31818,1.32858,1.31166,1.32494,443076
2023-06-30 21:00:00+00:00,1.32421,1.3387,1.32032,1.3277,390212
2023-07-07 21:00:00+00:00,1.32756,1.33046,1.30928,1.3217,431003
