timestamp,open,high,low,close,volume
2023-01-01 22:00:00+00:00,1.35574,1.35849,1.35244,1.35752,58035
2023-01-02 22:00:00+00:00,1.35752,1.36854,1.35232,1.36686,150449
2023-01-03 22:00:00+00:00,1.36714,1.36804,1.34751,1.34771,166614
2023-01-04 22:00:00+00:00,1.34784,1.35955,1.34705,1.3571,148917
2023-01-05 22:00:00+00:00,1.3572,1.36647,1.34332,1.3445,150915
2023-01-08 22:00:00+00:00,1.34481,1.34485,1.33572,1.33902,132700
2023-01-09 22:00:00+00:00,1.33837,1.34456,1.33761,1.34276,138122
2023-01-10 22:00:00+00:00,1.34267,1.34453,1.34044,1.34242,110631
2023-01-11 22:00:00+00:00,1.3423,1.34594,1.33452,1.33678,165018
2023-01-12 22:00:00+00:00,1.3364,1.34394,1.33216,1.33948,126501
2023-01-15 22:00:00+00:00,1.33887,1.34184,1.33526,1.34075,85393
2023-01-16 22:00:00+00:00,1.34052,1.34372,1.33693,1.33915,137952
2023-01-17 22:00:00+00:00,1.33896,1.35004,1.33508,1.34944,163313
2023-01-18 22:00:00+00:00,1.349,1.35206,1.34468,1.34658,137807
2023-01-19 22:00:00+00:00,1.34658,1.34975,1.33733,1.33806,114490
2023-01-22 22:00:00+00:00,1.33922,1.34179,1.33421,1.33664,116717
2023-01-23 22:00:00+00:00,1.33741,1.34137,1.33466,1.3368,106800
2023-01-24 22:00:00+00:00,1.33712,1.34286,1.33401,1.33962,118182
2023-01-25 22:00:00+00:00,1.339,1.34081,1.33034,1.33218,115164
2023-01-26 22:00:00+00:00,1.33195,1.33468,1.33004,1.33115,92495
2023-01-29 22:00:00+00:00,1.33134,1.33895,1.32995,1.33872,105839
2023-01-30 22:00:00+00:00,1.33864,1.34719,1.3299,1.33084,110442
2023-01-31 22:00:00+00:00,1.3307,1.33802,1.32668,1.32906,128508
2023-02-01 22:00:00+00:00,1.32872,1.33477,1.32622,1.33161,142323
2023-02-02 22:00:00+00:00,1.33172,1.34261,1.33118,1.34024,141162
2023-02-05 22:00:00+00:00,1.34156,1.34758,1.33966,1.34467,113708
2023-02-06 22:00:00+00:00,1.34472,1.3469,1.33799,1.33984,146962
2023-02-07 22:00:00+00:00,1.3393,1.34506,1.33602,1.34468,109349
2023-02-08 22:00:00+00:00,1.34439,1.34633,1.33726,1.34552,100174
2023-02-09 22:00:00+00:00,1.34508,1.34724,1.3338,1.33457,130462
2023-02-12 22:00:00+00:00,1.3348,1.338,1.33252,1.3332,95503
2023-02-13 22:00:00+00:00,1.33316,1.33908,1.32742,1.33372,142305
2023-02-14 22:00:00+00:00,1.3336,1.34402,1.33334,1.33954,123255
2023-02-15 22:00:00+00:00,1.33904,1.34798,1.33576,1.34577,123005
2023-02-16 22:00:00+00:00,1.34544,1.35376,1.34502,1.3474,112931
2023-02-19 22:00:00+00:00,1.34792,1.34948,1.34416,1.34533,68381
2023-02-20 22:00:00+00:00,1.34536,1.35492,1.34414,1.3538,123661
2023-02-21 22:00:00+00:00,1.35374,1.35682,1.35144,1.35523,114999
2023-02-22 22:00:00+00:00,1.35544,1.35814,1.35162,1.35491,102320
2023-02-23 22:00:00+00:00,1.35443,1.36654,1.35274,1.36074,120200
2023-02-26 22:00:00+00:00,1.36116,1.36244,1.3534,1.35751,102522
2023-02-27 22:00:00+00:00,1.35764,1.36484,1.35608,1.3646,100094
2023-02-28 22:00:00+00:00,1.36432,1.36591,1.35844,1.35918,124980
2023-03-01 22:00:00+00:00,1.35952,1.36416,1.35824,1.35954,119116
2023-03-02 22:00:00+00:00,1.3597,1.36446,1.35551,1.35962,113924
2023-03-05 22:00:00+00:00,1.36048,1.36289,1.35822,1.36126,93531
2023-03-06 22:00:00+00:00,1.36152,1.37613,1.36,1.37536,118155
2023-03-07 22:00:00+00:00,1.37502,1.3815,1.37451,1.38034,106937
2023-03-08 22:00:00+00:00,1.38022,1.38376,1.37527,1.3828,104989
2023-03-09 22:00:00+00:00,1.3824,1.38623,1.37615,1.38233,183024
2023-03-12 21:00:00+00:00,1.38051,1.38172,1.36774,1.37299,253104
2023-03-13 21:00:00+00:00,1.37295,1.37504,1.36516,1.36862,185862
2023-03-14 21:00:00+00:00,1.36833,1.38144,1.366,1.37666,191186
2023-03-15 21:00:00+00:00,1.37578,1.3788,1.37142,1.37217,194262
2023-03-16 21:00:00+00:00,1.37225,1.37734,1.36776,1.37344,131164
2023-03-19 21:00:00+00:00,1.3724,1.37474,1.36516,1.3664,143703
2023-03-20 21:00:00+00:00,1.36645,1.37376,1.36442,1.3713,93335
2023-03-21 21:00:00+00:00,1.37168,1.37446,1.36568,1.3731,115211
2023-03-22 21:00:00+00:00,1.37331,1.37351,1.36308,1.3714,125264
2023-03-23 21:00:00+00:00,1.37148,1.38048,1.37078,1.37486,131706
2023-03-26 21:00:00+00:00,1.37356,1.37452,1.36494,1.36599,94361
2023-03-27 21:00:00+00:00,1.36622,1.36952,1.35919,1.35978,82228
2023-03-28 21:00:00+00:00,1.36012,1.3617,1.35564,1.35576,77225
